Тип	Вид	ИмяПеременной	ТЧ	Реквизит	Значение	Режим	ДополнительныйТипЗначения
				Ссылка	820c0eb4-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_180					
				Ссылка	820c0eb3-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_181					
				Ссылка	820c0eb2-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_182					
				Ссылка	820c0eb1-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_183					
				Ссылка	820c0eb0-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_184					
				Ссылка	820c0eaf-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_185					
				Ссылка	820c0eae-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_186					
				Ссылка	820c0ead-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_187					
				Ссылка	820c0eac-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_188					
				Ссылка	820c0eab-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_189					
				Ссылка	820c0eaa-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_190					
				Ссылка	820c0ea9-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_191					
				Ссылка	820c0ea8-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_192					
				Ссылка	820c0ea7-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_193					
				Ссылка	820c0ea6-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_194					
				Ссылка	820c0ea5-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_195					
				Ссылка	820c0ea4-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_196					
				Ссылка	820c0ea3-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_197					
				Ссылка	820c0ea2-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_198					
				Ссылка	820c0ea1-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_199					
				Ссылка	820c0ea0-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_200					
				Ссылка	820c0e9f-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_201					
				Ссылка	820c0e9e-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_202					
				Ссылка	820c0e9d-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_203					
				Ссылка	820c0e9c-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_204					
				Ссылка	820c0e9b-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_205					
				Ссылка	820c0e9a-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_206					
				Ссылка	820c0e99-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_207					
				Ссылка	820c0e98-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_208					
				Ссылка	820c0e97-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_209					
				Ссылка	820c0e96-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_210					
				Ссылка	820c0e95-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_211					
				Ссылка	820c0e94-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_212					
				Ссылка	820c0e93-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_213					
				Ссылка	820c0e92-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_214					
				Ссылка	820c0e91-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_215					
				Ссылка	820c0e90-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_216					
				Ссылка	820c0e8f-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_217					
				Ссылка	820c0e8e-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_218					
				Ссылка	820c0e8d-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_219					
